,id_votacion,fecha,materia,resultado,a favor,en contra,abstencion,no vota
1170,2322,2022-02-18T18:35:02,"70.- Votación separada del inciso primero del artículo 27 y de su número 1, con la indicación (Nº353) del CC señor MENA, sustitutiva de la expresión que señala: 

&quot;Artículo 27.- De las competencias de la Región autónoma. Son competencias de la Región autónoma:

     1. La organización del Gobierno Regional, en conformidad con la Constitución y su Estatuto.&quot;

.- Para reemplazar la expresión “y su estatuto” por “la ley”.",RECHAZADO,49,101,3,2
1169,2323,2022-02-18T18:37:08,"71.- Votación separada del encabezado del inciso primero, y el N°1 del artículo 27: 

     &quot;1. La organización del Gobierno Regional, en conformidad con la Constitución y su Estatuto.&quot;",APROBADO,108,42,2,3
1168,2325,2022-02-18T18:40:49,"73.- Votación separada del N°2 del inciso primero del artículo 27:

     &quot;2. La organización político-administrativa y financiera de la Región autónoma, en función de la responsabilidad y eficiencia económica, con arreglo a la Constitución y las leyes.&quot;",APROBADO,104,32,17,2
1167,2326,2022-02-18T18:48:03,"74.- Votación separada del N°3 del inciso primero del artículo 27:

     &quot;3. Fomentar el desarrollo social, productivo y económico de la Región autónoma en el ámbito de sus competencias, en coordinación con las políticas, planes y programas nacionales.&quot;",APROBADO,130,11,6,8
1166,2327,2022-02-18T18:51:13,"75.- Votación separada del N°4  del inciso primero del artículo 27:

     &quot;4.- Participar en acciones de cooperación internacional, dentro de los marcos establecidos por los tratados y los convenios vigentes, en conformidad a los procedimientos establecidos en la Constitución y las leyes.&quot;",APROBADO,110,30,10,5
1165,2328,2022-02-18T18:53:43,"77.- Votación separada del N°6 del inciso primero del artículo 27:

     &quot;6. La conservación, preservación, protección y restauración de la naturaleza, del equilibrio ecológico y el uso racional del agua y los demás elementos naturales de su territorio.&quot;",APROBADO,125,5,21,4
1164,2329,2022-02-18T18:56:06,"80.- Votación separada del N°9 del inciso primero del artículo 27:

     &quot;9. La planificación, ordenamiento territorial y manejo integrado de cuencas.&quot;",APROBADO,121,20,10,4
1163,2330,2022-02-18T18:58:59,"83.- Votación separada del N°12 del inciso primero del artículo 27:

     &quot;12. La planificación e implementación de la conectividad física y digital.&quot;",APROBADO,105,29,18,3
1162,2331,2022-02-18T19:01:35,"85.- Votación separada del N°14 del inciso primero del artículo 27:

     &quot;14. La regulación y administración del borde costero y maritorio de la Región autónoma, en el ámbito de sus competencias.&quot;",RECHAZADO,89,53,9,4
1161,2332,2022-02-18T19:04:12,"86.- Votación separada del N°15 del inciso primero del artículo 27:

     &quot;15. La regulación y administración de los bosques, las reservas y los parques de las áreas silvestres protegidas y cualquier otro predio fiscal que se considere necesario para el cuidado de los servicios ecosistémicos que se otorgan a las comunidades, en el ámbito de sus competencias.&quot;",APROBADO,116,29,8,2
1160,2333,2022-02-18T19:07:14,"87.- Votación separada del N°16 del inciso primero del artículo 27, con la indicación (Nº368) del CC señor MENA, sustituiva de la expresión que indica:

     &quot;16. La promoción y ordenación del turismo en el ámbito territorial de la región autónoma, en coordinación con la Comuna Autónoma.&quot;

.- Para sustituir la expresión “y ordenación del turismo en el ámbito territorial de la región autónoma” por “ordenación y desarrollo del turismo en el ámbito territorial de la región, en coordinación con el nivel local y central”.",RECHAZADO,81,66,3,5
1159,2334,2022-02-18T19:09:25,"88.- Votación separada del N°16 del inciso primero del artículo 27:

      &quot;16. La promoción y ordenación del turismo en el ámbito territorial de la región autónoma, en coordinación con la Comuna Autónoma.&quot;
",APROBADO,113,8,29,5
1158,2335,2022-02-18T19:12:32,"89.- Votación separada del N°17 del inciso primero del artículo 27:

  17. Coordinar y delegar las competencias constitucionales compartidas con las demás entidades territoriales.&amp;quot;",APROBADO,109,12,29,5
1157,2336,2022-02-18T19:15:22,"90.- Votación separada del N°18 del inciso primero del artículo 27:

     &quot;18. Crear, modificar y suprimir contribuciones especiales y tasas, o establecer beneficios tributarios respecto de estas, dentro de su territorio, orientado por el principio de equivalencia y en el marco que determine la ley.&quot;",RECHAZADO,76,61,13,5
1156,2337,2022-02-18T19:19:21,"91.- Votación separada del N°19 del inciso primero del artículo 27:

&quot;19. Crear empresas públicas regionales en conformidad a los procedimientos regulados en la Constitución y en la legislación respectiva.
El Gobierno Regional deberá presentar un informe presupuestario, con los análisis económicos; y otro informe técnico, con las necesidades sociales que se quieran cubrir con la constitución de tales. El Gobierno Regional podrá además designar los integrantes de los gobiernos corporativos de las empresas públicas que se encuentren instaladas en la región. Para esta designación, se deberán escuchar todas las propuestas que lleguen desde los gobiernos comunales y los gobiernos plurinacionales, para la proposición de candidatos idóneos. Esta designación se orientará por criterios de mérito, experiencia y equidad de género.&quot;",RECHAZADO,86,58,4,7
1155,2338,2022-02-18T19:22:54,"92.- Votación separada del N°20 del inciso primero del artículo 27:

     &quot;20.- Establecer una política permanente de desarrollo sostenible y armónico con la naturaleza.&quot;",APROBADO,139,3,9,4
1154,2339,2022-02-18T19:25:13,"93.- Votación separada del N°21 del inciso primero del artículo 27:

     &quot;21.- Ejercer autónomamente la administración y coordinación de todos los servicios públicos de su dependencia.&quot;",APROBADO,129,11,10,5
1153,2340,2022-02-18T19:27:40,"95.- Votación separada del N°23 del inciso primero del artículo 27:

     &quot;23.- La administración del dominio público minero y de las aguas existentes en el territorio de la Región Autónoma, en coordinación con los órganos que establezca la Constitución y la ley.&quot;",RECHAZADO,51,90,8,6
1152,2341,2022-02-18T19:31:56,".- Votación conjunta de los números 5, 7, 8, 10, 11, 13, 22 y 24 del inciso primero del artículo 27:

     &quot;5. El desarrollo de la investigación, tecnología y las ciencias en materias correspondientes a la competencia regional.

7. Aprobar, mediando procesos de participación ciudadana, los planes de descontaminación ambientales de la región autónoma.

8. El fomento y la protección de las culturas, las artes, el patrimonio histórico, inmaterial arqueológico, lingüístico y arquitectónico; y la formación artística en su territorio.

10. La política regional de vivienda, urbanismo, salud, transporte y educación en coordinación con las políticas, planes y programas nacionales, respetando la universalidad de los derechos garantizados por esta Constitución.

          11. Las obras públicas de interés ejecutadas en el territorio de la región autónoma.


22.- Promover la participación popular en asuntos de interés regional.; y

24.- Las demás competencias que determine la Constitución y ley nacional.

",APROBADO,119,14,18,4
1151,2342,2022-02-18T19:35:01,"97.- Votación separada del inciso segundo del artículo 27:

     &quot;El ejercicio de estas competencias por la Región Autónoma no excluye la concurrencia coordinada con otros órganos del Estado en materias relacionadas con educación, vivienda, urbanismo, culturas, salud, transporte, conectividad y protección de la naturaleza.&quot;",RECHAZADO,94,25,31,5
1150,2343,2022-02-18T20:10:51,"98.- Votación del artículo 28:

&quot;Artículo 28.- De las entidades con competencias sobre todo el territorio. La ley determinará cuáles Servicios Públicos, Instituciones Autónomas o Empresas del Estado, en virtud de sus fines fiscalizadores, o por razones de eficiencia y de interés general, mantendrán una organización centralizada y desconcentrada en todo el territorio de la República.&quot;",APROBADO,103,38,4,10
1149,2344,2022-02-18T20:13:54,"99.- Votación separada del inciso primero del artículo 29:

&quot;Artículo 29.- Del Consejo de Gobernaciones. El Consejo de Gobernaciones, presidido por el Presidente de la República y conformado por las y los Gobernadores de cada Región, coordinará las relaciones entre el Estado Central y las entidades territoriales, velando por el bienestar social y económico equilibrado de la República en su conjunto.&quot;",APROBADO,127,6,18,4
1148,2345,2022-02-18T20:16:55,"100.- Votación separada de la letra a) del inciso segundo del artículo 29:

 &quot;Son facultades del Consejo de Gobernaciones:
     a) La coordinación, la complementación y la colaboración en la ejecución de políticas públicas en las Regiones;",APROBADO,143,4,3,5
1147,2346,2022-02-18T20:20:48,"101.- Votación separada de la letra b) del inciso segundo del artículo 29:

     &quot;b) La coordinación macroeconómica, tributaria, fiscal y presupuestaria entre el Estado Central y las Regiones;&quot;",RECHAZADO,85,60,4,6
1146,2347,2022-02-18T20:23:42,"102.- Votación separada de la letra c) del inciso segundo del artículo 29:

     &quot;c) Velar por el respeto de la autonomía de las entidades territoriales;&quot;",RECHAZADO,102,38,10,5
1145,2348,2022-02-18T20:26:35,"103.- Votación separada de la letra d) del inciso segundo del artículo 29:

     &quot;d) Velar por el correcto funcionamiento del mecanismo de igualación fiscal;&quot;",RECHAZADO,89,55,8,3
1144,2349,2022-02-18T20:29:23,"104.- Votación separada de la letra e) del inciso segundo del artículo 29:

     &quot;e) Convocar encuentros sectoriales entre entidades territoriales.&quot;
",APROBADO,105,32,11,7
